"wavelength"	"2MF3H"	"PLP"	"SB"
"190"	13409.72222	6656	16937.2648152128
"190.5"	20111.11111	6826	17782.8650374871
"191"	18694.44444	9726	13639.6277738242
"191.5"	16166.66667	10334	14002.6385719904
"192"	11538.19444	13184	10466.4565991517
"192.5"	10611.11111	3888	22869.1652522649
"193"	16541.66667	6930	18990.0663432527
"193.5"	26166.66667	7064	16279.1926670354
"194"	22506.94444	12970	12894.8590374672
"194.5"	13472.22222	14080	12277.7477136962
"195"	18159.72222	10336	12961.1644443064
"195.5"	26729.16667	9944	13919.2623212802
"196"	17920.13889	10674	15989.6533209747
"196.5"	10875	18172	8599.56043762485
"197"	14034.72222	15254	14918.9600294904
"197.5"	11392.36111	9610	16060.3331191183
"198"	11010.41667	3704	20636.377858977
"198.5"	15680.55556	15380	8196.95135656147
"199"	14559.02778	9862	13023.3141011288
"199.5"	8111.111111	7590	17189.9507338496
"200"	8399.305556	5708	22600.1724461993
"200.5"	9496.527778	5526	20528.7033001004
"201"	9111.111111	4588	22303.06556177
"201.5"	9138.888889	4582	21723.3492382109
"202"	9420.138889	4458	23945.5872492287
"202.5"	9319.444444	4546	22693.433019424
"203"	9322.916667	4556	23310.4574504067
"203.5"	9434.027778	4728	23764.127780912
"204"	9392.361111	4816	23612.3048471284
"204.5"	9399.305556	4958	22772.1138903682
"205"	9381.944444	5062	22448.1383666584
"205.5"	9368.055556	5200	22396.2890125185
"206"	9347.222222	5346	22111.3264533607
"206.5"	9309.027778	5480	21974.3383963031
"207"	9288.194444	5628	21665.9489104394
"207.5"	9260.416667	5810	21393.9895043006
"208"	9211.805556	5982	21194.0616093847
"208.5"	9177.083333	6162	20801.2061873911
"209"	9118.055556	6332	20557.9631338732
"209.5"	9069.444444	6520	20303.8950709582
"210"	9006.944444	6724	20005.7243114147
"210.5"	8940.972222	6932	19709.6165003455
"211"	8878.472222	7148	19460.1251414114
"211.5"	8798.611111	7356	19195.8103459205
"212"	8725.694444	7566	18929.2933088467
"212.5"	8635.416667	7786	18701.1916359966
"213"	8552.083333	8018	18437.6326045767
"213.5"	8447.916667	8238	18195.6594087282
"214"	8357.638889	8462	17962.2718041125
"214.5"	8260.416667	8676	17748.9733396577
"215"	8156.25	8896	17542.2897899185
"215.5"	8041.666667	9116	17353.3065104028
"216"	7934.027778	9302	17178.6592992682
"216.5"	7819.444444	9500	17007.0542693858
"217"	7704.861111	9704	16844.8755053905
"217.5"	7576.388889	9890	16698.1114429237
"218"	7468.75	10064	16559.0747953297
"218.5"	7343.75	10216	16429.2982853252
"219"	7239.583333	10350	16330.3623689725
"219.5"	7111.111111	10492	16203.4836747443
"220"	6993.055556	10624	16078.9601971722
"220.5"	6868.055556	10754	15957.4845109106
"221"	6763.888889	10832	15871.4821324152
"221.5"	6656.25	10926	15769.5770178831
"222"	6555.555556	11018	15636.9478836117
"222.5"	6461.805556	11084	15529.5566749124
"223"	6354.166667	11106	15435.9127343704
"223.5"	6263.888889	11124	15310.5936612583
"224"	6180.555556	11146	15180.6300456972
"224.5"	6090.277778	11156	15047.64155027
"225"	6020.833333	11142	14934.3496508847
"225.5"	5951.388889	11106	14807.8199913667
"226"	5888.888889	11092	14660.8960009007
"226.5"	5833.333333	11076	14495.9494062334
"227"	5788.194444	11036	14333.488920266
"227.5"	5763.888889	11012	14135.7266856191
"228"	5729.166667	10972	13956.0796793063
"228.5"	5718.75	10952	13739.815291619
"229"	5704.861111	10922	13534.6164092587
"229.5"	5704.861111	10888	13316.1377732231
"230"	5715.277778	10842	13075.0100870099
"230.5"	5725.694444	10792	12816.8425993909
"231"	5750	10750	12553.1642938257
"231.5"	5760.416667	10702	12304.8950276795
"232"	5795.138889	10628	12052.425699953
"232.5"	5819.444444	10546	11793.0419029779
"233"	5840.277778	10446	11529.0770226512
"233.5"	5868.055556	10350	11272.9993602404
"234"	5899.305556	10230	10979.4082865864
"234.5"	5934.027778	10090	10700.6985101878
"235"	5968.75	9944	10454.5522880471
"235.5"	5989.583333	9774	10177.0826832118
"236"	6017.361111	9580	9917.85585685697
"236.5"	6038.194444	9360	9671.31147499648
"237"	6062.5	9106	9403.16810648186
"237.5"	6083.333333	8852	9168.05863319324
"238"	6107.638889	8564	8925.43600920041
"238.5"	6118.055556	8272	8706.90892282073
"239"	6138.888889	7960	8486.96165221253
"239.5"	6142.361111	7628	8300.06992432024
"240"	6142.361111	7306	8133.43063917875
"240.5"	6142.361111	6974	7978.0230190512
"241"	6142.361111	6654	7845.78359493127
"241.5"	6131.944444	6328	7723.3619951669
"242"	6104.166667	6030	7615.84426798284
"242.5"	6083.333333	5722	7527.0413702929
"243"	6059.027778	5454	7451.96967276478
"243.5"	6024.305556	5202	7385.11787332185
"244"	5989.583333	4966	7338.47828205059
"244.5"	5944.444444	4752	7289.06140526826
"245"	5895.833333	4566	7249.41390492316
"245.5"	5840.277778	4392	7220.12754247032
"246"	5781.25	4244	7193.5768066341
"246.5"	5725.694444	4112	7170.38510136792
"247"	5656.25	3998	7154.01267335546
"247.5"	5572.916667	3886	7149.83878264724
"248"	5493.055556	3790	7143.92884579728
"248.5"	5399.305556	3704	7130.95936178454
"249"	5305.555556	3618	7133.77646636055
"249.5"	5201.388889	3544	7126.36768303232
"250"	5097.222222	3470	7129.21333698716
"250.5"	4996.527778	3396	7131.20608946082
"251"	4878.472222	3330	7134.82419547325
"251.5"	4760.416667	3270	7140.64390415663
"252"	4649.305556	3202	7147.75423138165
"252.5"	4520.833333	3138	7164.32438194804
"253"	4381.944444	3070	7180.48906080874
"253.5"	4253.472222	3002	7203.41819307425
"254"	4114.583333	2942	7223.19736499502
"254.5"	3975.694444	2868	7256.87524330713
"255"	3836.805556	2802	7290.27048789551
"255.5"	3697.916667	2734	7330.48355481838
"256"	3559.027778	2668	7371.61207493188
"256.5"	3420.138889	2594	7422.80783781936
"257"	3281.25	2528	7475.08392754465
"257.5"	3142.361111	2454	7539.33823490898
"258"	2993.055556	2380	7608.70113947869
"258.5"	2843.75	2308	7684.1892274401
"259"	2729.166667	2232	7762.87228185424
"259.5"	2586.805556	2168	7841.53628053765
"260"	2458.333333	2094	7937.8712877586
"260.5"	2312.5	2028	8033.5971045991
"261"	2184.027778	1952	8146.28387388612
"261.5"	2065.972222	1886	8255.15964557192
"262"	1937.5	1824	8366.02235731102
"262.5"	1826.388889	1772	8474.73149723158
"263"	1722.222222	1712	8591.38597223293
"263.5"	1614.583333	1660	8720.04744132433
"264"	1500	1604	8864.25863646547
"264.5"	1395.833333	1558	9004.98882730567
"265"	1291.666667	1518	9150.69278655471
"265.5"	1201.388889	1476	9303.58935998321
"266"	1118.055556	1436	9458.45732200569
"266.5"	1027.777778	1398	9626.5245086664
"267"	944.4444444	1364	9800.47324738072
"267.5"	875	1336	9978.26158549576
"268"	805.5555556	1308	10164.2750836858
"268.5"	736.1111111	1282	10353.3145409621
"269"	670.1388889	1254	10543.2993140206
"269.5"	621.5277778	1234	10730.4551102721
"270"	562.5	1212	10931.4590827949
"270.5"	503.4722222	1200	11129.0841553273
"271"	468.75	1180	11330.6884763198
"271.5"	423.6111111	1164	11541.6080968059
"272"	375	1152	11747.3617408937
"272.5"	340.2777778	1132	11950.1792762258
"273"	305.5555556	1124	12140.1257661053
"273.5"	281.25	1112	12345.6636920014
"274"	250	1098	12553.5181156731
"274.5"	225.6944444	1084	12762.8406486981
"275"	201.3888889	1078	12967.9335071588
"275.5"	177.0833333	1064	13181.1433103957
"276"	166.6666667	1056	13385.5791570292
"276.5"	142.3611111	1044	13605.2189517642
"277"	131.9444444	1030	13838.9383578902
"277.5"	111.1111111	1022	14077.6295279318
"278"	107.6388889	1012	14319.2947146129
"278.5"	83.33333333	1002	14550.9544985277
"279"	72.91666667	996	14803.3863585394
"279.5"	65.97222222	984	15057.2323775304
"280"	52.08333333	970	15317.4270388677
"280.5"	41.66666667	958	15578.7368554283
"281"	31.25	950	15841.8440534177
"281.5"	17.36111111	942	16103.0310404426
"282"	31.25	930	16335.2002125474
"282.5"	17.36111111	916	16568.8663684701
"283"	6.944444444	910	16777.495053031
"283.5"	3.472222222	896	16991.8744247038
"284"	0	882	17206.4610907337
"284.5"	0	878	17403.1440983887
"285"	0	870	17571.8218159693
"285.5"	0	862	17748.3714180422
"286"	0	850	17930.039726068
"286.5"	0	844	18096.9244442999
"287"	0	832	18269.3076853446
"287.5"	0	828	18438.0642274492
"288"	0	822	18645.7426192877
"288.5"	0	818	18853.9909536541
"289"	0	816	19042.8416730482
"289.5"	0	808	19274.7071126794
"290"	0	804	19525.6505228251
"290.5"	0	810	19782.827732818
"291"	0	810	20034.0452646294
"291.5"	0	810	20294.6068668661
"292"	0	810	20572.7169979789
"292.5"	0	814	20844.6316328061
"293"	0	816	21095.1295976499
"293.5"	0	816	21344.1093603708
"294"	0	828	21563.0734685866
"294.5"	0	836	21711.9300612626
"295"	0	842	21845.5930913972
"295.5"	0	854	21968.4622704078
"296"	0	860	21990.4009597108
"296.5"	0	880	22027.1134525514
"297"	0	888	21998.9654036909
"297.5"	0	906	21944.5173506948
"298"	0	920	21875.5747912131
"298.5"	0	932	21756.9920369777
"299"	0	946	21659.370379392
"299.5"	0	972	21525.774165615
"300"	0	988	21377.0977267755
"300.5"	0	1012	21260.7011126036
"301"	0	1032	21161.7851559901
"301.5"	0	1052	21055.5276766945
"302"	0	1072	20971.4282484841
"302.5"	0	1098	20943.179223358
"303"	0	1118	20893.2855064939
"303.5"	0	1144	20895.8958841428
"304"	0	1170	20902.9157179498
"304.5"	0	1192	20917.4820689913
"305"	0	1224	20944.7391710442
"305.5"	0	1258	20948.7082030488
"306"	0	1284	20951.894508018
"306.5"	0	1312	20991.5134192569
"307"	0	1338	20945.3654554789
"307.5"	0	1370	20848.243909279
"308"	0	1398	20739.4779256886
"308.5"	0	1430	20567.6702491389
"309"	0	1464	20348.657196719
"309.5"	0	1494	20092.0153853404
"310"	0	1528	19773.579231783
"310.5"	0	1556	19447.7035196911
"311"	0	1582	19044.4640111612
"311.5"	0	1622	18600.9683448852
"312"	0	1648	18126.7328017318
"312.5"	0	1680	17646.4826630326
"313"	0	1708	17167.1293285891
"313.5"	0	1740	16702.82242716
"314"	0	1766	16218.2463394586
"314.5"	0	1800	15712.7124702563
"315"	0	1832	15226.6417273194
"315.5"	0	1860	14780.4977012699
"316"	0	1886	14360.5455430451
"316.5"	0	1918	13968.7400404302
"317"	0	1938	13595.7474770641
"317.5"	0	1966	13233.5098064794
"318"	0	1998	12891.7746879622
"318.5"	0	2018	12583.8689627274
"319"	0	2044	12294.2691552522
"319.5"	0	2070	12040.7884473593
"320"	0	2090	11820.9925902717
"320.5"	0	2110	11618.7969006656
"321"	0	2138	11423.5518203929
"321.5"	0	2158	11251.5833044686
"322"	0	2172	11098.1256874824
"322.5"	0	2196	10963.2920204464
"323"	0	2216	10842.3937334291
"323.5"	0	2230	10730.9965328718
"324"	0	2248	10635.1986355925
"324.5"	0	2256	10559.1989626462
"325"	0	2268	10488.115015885
"325.5"	0	2282	10418.3569559211
"326"	0	2290	10366.5641491028
"326.5"	0	2296	10326.5158088494
"327"	0	2304	10284.4250543639
"327.5"	0	2304	10249.1883254235
"328"	0	2310	10213.012971088
"328.5"	3.472222222	2310	10187.0033599567
"329"	0	2310	10163.1835996445
"329.5"	0	2316	10136.0540877311
"330"	0	2316	10112.7185337538
"330.5"	0	2310	10103.6256193476
"331"	3.472222222	2312	10084.6469226301
"331.5"	0	2306	10072.2059485535
"332"	0	2304	10054.1282768064
"332.5"	0	2298	10046.6542448042
"333"	0	2298	10031.1439064387
"333.5"	3.472222222	2292	10022.354324819
"334"	3.472222222	2278	10016.4388484886
"334.5"	3.472222222	2278	9999.86463800919
"335"	3.472222222	2272	9983.86624348423
"335.5"	3.472222222	2266	9975.84030787705
"336"	3.472222222	2260	9965.10070195465
"336.5"	3.472222222	2252	9948.42954078818
"337"	3.472222222	2252	9929.73512413062
"337.5"	3.472222222	2246	9911.21931198978
"338"	3.472222222	2240	9892.65733034552
"338.5"	0	2246	9864.64119481537
"339"	0	2246	9839.32543073616
"339.5"	0	2246	9813.40499001384
"340"	0	2248	9782.75368861779
"340.5"	0	2252	9756.70287931264
"341"	0	2254	9724.7495339512
"341.5"	0	2268	9678.69937429587
"342"	0	2276	9632.91409208772
"342.5"	0	2286	9589.81022180936
"343"	0	2292	9541.06048354552
"343.5"	0	2314	9487.02478243715
"344"	0	2322	9437.09192088885
"344.5"	0	2334	9380.05946369326
"345"	0	2360	9300.49506662102
"345.5"	0	2380	9235.55839894032
"346"	0	2394	9168.15037807243
"346.5"	0	2414	9103.56837475376
"347"	3.472222222	2442	9023.85017728202
"347.5"	3.472222222	2470	8945.07468594124
"348"	13.88888889	2494	8868.51800803088
"348.5"	3.472222222	2522	8781.25126835339
"349"	3.472222222	2554	8697.39432451432
"349.5"	3.472222222	2580	8610.47384927184
"350"	0	2608	8525.60661603673
"350.5"	0	2642	8429.94548029199
"351"	0	2674	8327.6256212982
"351.5"	0	2708	8230.43501949138
"352"	0	2742	8130.57398113256
"352.5"	0	2774	8019.12759443046
"353"	0	2814	7911.38117154163
"353.5"	0	2848	7807.76998310817
"354"	0	2888	7689.46704723235
"354.5"	0	2928	7573.09688141972
"355"	0	2962	7457.63955424881
"355.5"	0	3008	7333.74658005112
"356"	0	3054	7202.06905605497
"356.5"	0	3080	7091.17838731967
"357"	0	3132	6957.75500038964
"357.5"	0	3166	6840.58267201799
"358"	0	3208	6710.13326905318
"358.5"	0	3252	6571.77581738229
"359"	0	3300	6436.95556480581
"359.5"	0	3340	6301.97069796398
"360"	0	3374	6173.29325759118
"360.5"	0	3418	6036.32201405442
"361"	0	3466	5893.82097045282
"361.5"	0	3512	5752.7480787992
"362"	0	3546	5625.24629596026
"362.5"	0	3598	5473.57954424463
"363"	0	3646	5335.86759380289
"363.5"	0	3686	5205.60051754531
"364"	0	3730	5070.32865237568
"364.5"	0	3772	4935.85419508917
"365"	0	3818	4790.13855059745
"365.5"	0	3864	4648.27553334923
"366"	0	3910	4521.30745635731
"366.5"	0	3950	4405.72999325918
"367"	0	3992	4286.33013622765
"367.5"	0	4030	4171.73797485349
"368"	0	4064	4056.41126038965
"368.5"	0	4112	3930.98022519441
"369"	0	4156	3805.77746530844
"369.5"	0	4192	3700.92201563156
"370"	0	4230	3602.22854445206
"370.5"	0	4268	3503.93354307469
"371"	0	4310	3400.18302091639
"371.5"	0	4350	3304.3979486575
"372"	0	4390	3203.65323749165
"372.5"	0	4430	3109.23481337531
"373"	0	4462	3030.11980078794
"373.5"	0	4490	2952.5188321123
"374"	0	4530	2869.39143867496
"374.5"	0	4556	2796.57624994666
"375"	0	4592	2723.97515199242
"375.5"	0	4628	2645.04813056565
"376"	0	4664	2573.04002374412
"376.5"	0	4684	2517.24563421551
"377"	0	4718	2451.89328364973
"377.5"	0	4738	2399.28355019855
"378"	0	4766	2338.63123418359
"378.5"	0	4792	2285.41803173676
"379"	0	4818	2227.92827341129
"379.5"	0	4844	2175.32217213731
"380"	0	4872	2119.45430150804
"380.5"	0	4892	2074.0491364249
"381"	0	4912	2028.30176213677
"381.5"	0	4932	1981.75764012534
"382"	0	4952	1933.19574088446
"382.5"	0	4972	1888.67789460164
"383"	0	4984	1850.83146804249
"383.5"	0	4998	1813.98351143655
"384"	0	5018	1770.17849923865
"384.5"	0	5024	1734.57699629651
"385"	0	5038	1694.53015497582
"385.5"	0	5052	1652.52415655404
"386"	0	5052	1622.27120718804
"386.5"	0	5064	1583.67054703958
"387"	0	5072	1545.33708440531
"387.5"	0	5078	1509.80143408735
"388"	0	5078	1477.10987968083
"388.5"	0	5078	1442.98504067842
"389"	0	5078	1408.85983809902
"389.5"	0	5084	1374.03702186598
"390"	0	5072	1347.63973164625
"390.5"	0	5066	1312.64615483867
"391"	0	5058	1282.05430613679
"391.5"	0	5052	1245.66086423467
"392"	0	5038	1217.31897290538
"392.5"	0	5026	1184.59575921312
"393"	0	5010	1154.02959252817
"393.5"	0	4996	1122.48893508131
"394"	0	4978	1100.34027198984
"394.5"	0	4962	1061.39703273179
"395"	0	4938	1032.38465708053
"395.5"	0	4910	1009.72291974681
"396"	0	4890	978.425191958833
"396.5"	0	4862	951.215198952848
"397"	0	4836	915.996929936784
"397.5"	0	4808	886.552393408461
"398"	0	4770	865.914735156131
"398.5"	0	4736	838.340570636172
"399"	0	4702	812.194548681023
"399.5"	0	4668	782.138481157402
"400"	0	4630	755.416384178264
"400.5"	0	4588	727.734987813539
"401"	0	4548	699.353943487655
"401.5"	0	4508	668.757556825161
"402"	0	4462	645.592213420921
"402.5"	0	4422	616.551541508991
"403"	0	4368	592.866636948071
"403.5"	0	4322	565.515983144052
"404"	0	4280	530.84897451356
"404.5"	0	4220	511.96744156237
"405"	0	4168	483.748413530173
"405.5"	0	4122	455.738132140107
"406"	0	4068	432.76606166411
"406.5"	0	4008	413.870418672779
"407"	0	3948	392.616133305251
"407.5"	0	3888	370.271777273435
"408"	0	3834	340.843554433946
"408.5"	0	3774	321.241207394797
"409"	0	3714	301.771713010152
"409.5"	0	3656	279.434365996703
"410"	0	3596	260.700277914321
"410.5"	0	3528	245.001902107864
"411"	0	3468	224.11361056054
"411.5"	0	3408	199.898403671963
"412"	0	3336	186.660005820654
"412.5"	0	3282	159.754126501813
"413"	0	3214	149.599673578013
"413.5"	0	3150	136.834346472551
"414"	0	3082	124.72366639819
"414.5"	0	3016	106.858777505708
"415"	0	2942	99.7701227735602
"415.5"	0	2874	82.3254051848266
"416"	0	2810	74.8853472295375
"416.5"	0	2742	70.364445092703
"417"	0	2676	63.4686572950211
"417.5"	0	2608	51.7848987468773
"418"	0	2544	42.257378561073
"418.5"	0	2468	38.61582518363
"419"	0	2408	28.0647649673796
"419.5"	0	2344	19.2497152895125
"420"	0	2276	15.1887856426016
"420.5"	0	2210	15.1791202823461
"421"	0	2150	9.24091991552394
"421.5"	0	2084	3.96421707122052
"422"	0	2018	-0.857594107052843
"422.5"	0	1950	2.11430607660643
"423"	0	1890	1.88694800642743
"423.5"	0	1830	-5.00520761405223
"424"	0	1764	0.18262434525515
"424.5"	0	1710	-5.23367848112366
"425"	0	1650	-7.58796436808678
"425.5"	0	1590	-3.74866094091847
"426"	0	1524	3.53701918765361
"426.5"	0	1476	-1.04946803847582
"427"	0	1422	4.15119591952676
"427.5"	0	1370	6.42259827286044
"428"	0	1316	8.1442784858258
"428.5"	0	1264	9.99753799883329
"429"	0	1212	15.467928943686
"429.5"	0	1170	16.5389647622347
"430"	0	1124	16.9870715689764
"430.5"	0	1076	25.2156629224414
"431"	0	1030	25.9521084627225
"431.5"	0	984	26.1919474757302
"432"	0	936	32.3078396497292
"432.5"	0	896	37.3920067402106
"433"	0	864	34.8960208171936
"433.5"	0	824	39.0258690770318
"434"	0	784	45.8479731625772
"434.5"	0	750	47.3392980122743
"435"	0	716	50.7768276507695
"435.5"	0	678	55.9201527797411
"436"	0	650	54.5313750141814
"436.5"	0	616	61.2181649072651
"437"	0	588	63.8006192120894
"437.5"	0	556	67.0368900752178
"438"	0	530	71.0559000768242
"438.5"	0	504	72.2275455667631
"439"	0	476	78.2744961834091
"439.5"	0	452	77.8591278435786
"440"	0	430	78.8554556446547
"440.5"	0	404	83.5723439398945
"441"	0	382	86.7097095978955
"441.5"	0	362	87.9074547012878
"442"	0	342	87.8209713867977
"442.5"	0	324	91.2011621962618
"443"	0	308	91.9709715332301
"443.5"	0	296	90.0538691764224
"444"	0	276	92.3109250524717
"444.5"	0	256	95.8588503548621
"445"	0	250	95.0436269689166
"445.5"	0	230	97.5047443631455
"446"	0	216	101.07282155213
"446.5"	0	208	93.9271957268991
"447"	0	194	96.605558262403
"447.5"	0	188	95.5959265925084
"448"	0	168	101.384115233718
"448.5"	0	162	98.4419640309882
"449"	0	154	96.6496851813411
"449.5"	0	142	101.989889333379
"450"	0	136	96.5702108852181
"450.5"	0	130	99.4943880581669
"451"	0	120	98.5678267761677
"451.5"	0	114	96.4471417495771
"452"	0	102	101.165757295551
"452.5"	0	100	94.1048875340761
"453"	0	94	94.5285404600771
"453.5"	0	88	93.3795850274436
"454"	0	82	91.3059764626244
"454.5"	0	82	88.2790464116672
"455"	0	74	88.9394826426778
"455.5"	0	68	88.0242544266815
"456"	0	62	90.0611127993113
"456.5"	0	56	85.2726761914456
"457"	0	48	90.3105235285287
"457.5"	0	54	81.9760191536384
"458"	0	48	81.5866106907135
"458.5"	0	40	82.718987862412
"459"	0	42	79.4659256641229
"459.5"	0	36	80.970303852283
"460"	0	34	79.3255851428549
"460.5"	0	28	78.5569560445174
"461"	0	30	76.9558321746075
"461.5"	0	28	74.5371485349892
"462"	0	28	69.4058628845872
"462.5"	0	28	66.440119335542
"463"	0	22	70.5226768573136
"463.5"	0	20	72.1238007272236
"464"	0	22	65.3528325789837
"464.5"	0	22	61.1529299648998
"465"	0	16	65.9563015746298
"465.5"	0	16	63.2092117580681
"466"	0	14	64.0978651200409
"466.5"	0	14	58.2738432070912
"467"	0	8	62.1377469963793
"467.5"	0	8	60.2439603452943
"468"	0	8	60.002475599574
"468.5"	0	8	57.4968705287326
"469"	0	10	55.1832761508854
"469.5"	0	10	52.4638393755566
"470"	0	4	54.1626258476657
"470.5"	0	2	54.8242818971339
"471"	0	2	54.8242818971339
"471.5"	0	2	52.2096811580905
"472"	0	2	52.6890105003285
"472.5"	0	2	49.4709349215499
"473"	0	2	49.4709349215499
"473.5"	0	2	48.3125545727271
"474"	0	2	45.0135611511572
"474.5"	0	2	42.7074451881584
"475"	0	2	42.7074451881584
"475.5"	0	2	42.7074451881584
"476"	0	2	40.8136585370734
"476.5"	0	2	40.092844449115
"477"	0	0	38.9552220824845
"477.5"	0	0	37.7968417336616
"478"	0	0	37.7968417336616
"478.5"	0	0	37.7968417336616
"479"	0	0	36.2357853071557
"479.5"	0	0	35.2963174867138
"480"	0	0	33.5583804916498
"480.5"	0	0	32.1917323490929
"481"	0	0	29.6861272782515
"481.5"	0	0	26.6339602783437
"482"	0	0	26.6339602783437
"482.5"	0	0	25.6800050246861
"483"	0	0	25.6800050246861
"483.5"	0	0	25.6800050246861
"484"	0	0	25.6800050246861
"484.5"	0	0	25.6800050246861
"485"	0	0	24.7405372042442
"485.5"	0	0	21.4415437826743
"486"	0	0	17.569290569276
"486.5"	0	0	16.4109102204532
"487"	0	0	14.5171235693682
"487.5"	0	0	14.5171235693682
"488"	0	0	14.5171235693682
"488.5"	0	0	13.804653061431
"489"	0	0	13.804653061431
"489.5"	0	0	13.5631683157106
"490"	0	0	13.5631683157106
"490.5"	0	0	9.69599592620583
"491"	0	0	9.21666658396784
"491.5"	0	0	7.19039085536448
"492"	0	0	5.45245386030051
"492.5"	0	0	5.45245386030051
"493"	0	0	3.5586672092155
"493.5"	0	0	2.40028686039266
"494"	0	0	2.40028686039266
"494.5"	0	0	2.40028686039266
"495"	0	0	1.68781635245545
"495.5"	0	0	1.68781635245545
"496"	0	0	1.68781635245545
"496.5"	0	0	1.20848701021746
"497"	0	0	-4.39662237435129
"497.5"	0	0	-2.90017012500766
"498"	0	0	-6.66438284867499
"498.5"	0	0	-9.71654984858283
"499"	0	0	-9.71654984858283
"499.5"	0	0	-9.71654984858283
"500"	0	0	-9.71654984858283
